Run,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DATASTORE filetype,DATASTORE provider,DATASTORE region,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
SRR7890885,43,WGS,300,219958281574,ATCC,PRJNA489865,SAMN10102574,Human,74623592355,FDA,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728483,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_8,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890886,43,WGS,300,225835197922,ATCC,PRJNA489865,SAMN10102574,Human,73937671735,FDA,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728482,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_5,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890887,43,WGS,300,463845764400,ATCC,PRJNA489865,SAMN10102573,Human,191251096839,FDA,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4728481,Illumina HiSeq 4000,CRL-2324,SPP_GT_1-0_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890888,43,WGS,300,204153399625,ATCC,PRJNA489865,SAMN10102574,Human,67673575582,FDA,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728480,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890889,43,WGS,300,435931896000,ATCC,PRJNA489865,SAMN10102574,Human,183983460917,FDA,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4728479,Illumina HiSeq 4000,CRL-2325,SPP_GT_0-1_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890890,43,WGS,300,450901389300,ATCC,PRJNA489865,SAMN10102574,Human,186685458310,FDA,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728478,Illumina HiSeq 4000,CRL-2325,SPP_GT_0-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890891,43,WGS,300,468017971200,ATCC,PRJNA489865,SAMN10102574,Human,193405679121,FDA,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728477,Illumina HiSeq 4000,CRL-2325,SPP_GT_0-1_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890892,43,WGS,300,221231958678,ATCC,PRJNA489865,SAMN10102574,Human,75091249716,FDA,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728476,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_9,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890893,43,WGS,300,254976441503,ATCC,PRJNA489865,SAMN10102573,Human,80361160396,FDA,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728475,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890894,43,WGS,300,115787465100,SEQC-II,PRJNA489865,SAMN10102579,Human,48495506745,FDA,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7890895,43,WGS,300,462235845900,SEQC-II,PRJNA489865,SAMN10102579,Human,185258015983,FDA,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4728473,Illumina HiSeq 4000,SPP_GT_3-1_mix,SPP_GT_3-1_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_3-1_mix,female,SRP162370,DNA mix,,
SRR7890896,43,WGS,300,119542723800,SEQC-II,PRJNA489865,SAMN10102578,Human,49993369015,FDA,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7890897,43,WGS,300,115706156400,SEQC-II,PRJNA489865,SAMN10102577,Human,48781645062,FDA,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7890898,43,WGS,300,119405864700,SEQC-II,PRJNA489865,SAMN10102578,Human,49350474861,FDA,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7890899,43,WGS,300,111672326400,SEQC-II,PRJNA489865,SAMN10102578,Human,46770300050,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728469,Illumina HiSeq 4000,SPP_GT_1-9_mix,SPP_GT_1-9_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-9_mix,female,SRP162370,DNA mix,,
SRR7890900,43,WGS,300,456994120500,SEQC-II,PRJNA489865,SAMN10102576,Human,194677309810,FDA,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728468,Illumina HiSeq 4000,SPP_GT_1-19_mix,SPP_GT_1-19_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-19_mix,female,SRP162370,DNA mix,,
SRR7890901,43,WGS,300,439433267700,SEQC-II,PRJNA489865,SAMN10102576,Human,183910017386,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728467,Illumina HiSeq 4000,SPP_GT_1-19_mix,SPP_GT_1-19_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-19_mix,female,SRP162370,DNA mix,,
SRR7890902,43,WGS,300,448170915000,SEQC-II,PRJNA489865,SAMN10102577,Human,190103274898,FDA,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728466,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7890903,43,WGS,300,116356567200,SEQC-II,PRJNA489865,SAMN10102577,Human,47463438663,FDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,SPP_GT_1-4_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-4_mix,female,SRP162370,DNA mix,,
SRR7890904,43,WGS,300,117562994915,ATCC,PRJNA489865,SAMN10102573,Human,36995142309,FDA,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728464,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_7,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890905,43,WGS,300,256921777858,ATCC,PRJNA489865,SAMN10102573,Human,81188379994,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728463,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_6,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890906,43,WGS,300,205832231664,ATCC,PRJNA489865,SAMN10102573,Human,69543580159,FDA,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728462,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_9,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890907,43,WGS,300,184775269864,ATCC,PRJNA489865,SAMN10102573,Human,62783411544,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4728461,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_8,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890908,43,WGS,300,213203652748,ATCC,PRJNA489865,SAMN10102573,Human,70860399992,FDA,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728460,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890909,43,WGS,300,189725839137,ATCC,PRJNA489865,SAMN10102573,Human,64526820872,FDA,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728459,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890910,43,WGS,300,188307896551,ATCC,PRJNA489865,SAMN10102573,Human,61290693177,FDA,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728458,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_5,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890911,43,WGS,300,139260461524,ATCC,PRJNA489865,SAMN10102573,Human,53217829735,FDA,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728457,Illumina NovaSeq 6000,CRL-2324,WGS_NS_T_4,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890912,43,WGS,300,413333778600,ATCC,PRJNA489865,SAMN10102574,Human,181759618641,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728456,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890913,43,WGS,300,100587003600,ATCC,PRJNA489865,SAMN10102574,Human,44434629747,FDA,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4728455,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890914,43,WGS,300,101686787700,ATCC,PRJNA489865,SAMN10102574,Human,45433110670,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728454,Illumina HiSeq 4000,CRL-2325,WGS_NV_N_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890915,43,WGS,300,99075042000,ATCC,PRJNA489865,SAMN10102573,Human,44878476992,FDA,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728453,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890916,43,WGS,300,412805326200,ATCC,PRJNA489865,SAMN10102573,Human,181506928623,FDA,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728452,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890917,43,WGS,300,101297289000,ATCC,PRJNA489865,SAMN10102573,Human,45593878070,FDA,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4728451,Illumina HiSeq 4000,CRL-2324,WGS_NV_T_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890918,43,WXS,252,26469000180,ATCC,PRJNA489865,SAMN10102573,Human,11635180820,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728450,Illumina HiSeq 1500,CRL-2324,WES_EA_T_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890919,43,WXS,252,22301724564,ATCC,PRJNA489865,SAMN10102574,Human,9860690121,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4728449,Illumina HiSeq 1500,CRL-2325,WES_EA_N_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890920,43,WGS,302,186754635566,ATCC,PRJNA489865,SAMN10102574,Human,77535256938,FDA,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728448,Illumina HiSeq 4000,CRL-2325,LBP_LL_N_250ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890921,43,WGS,302,172057686578,ATCC,PRJNA489865,SAMN10102574,Human,72461634171,FDA,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4728447,Illumina HiSeq 4000,CRL-2325,LBP_LL_N_1ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890922,43,WGS,302,153172937716,ATCC,PRJNA489865,SAMN10102574,Human,65486076708,FDA,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728446,Illumina HiSeq 4000,CRL-2325,LBP_LL_N_10ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890923,43,WGS,302,185874593976,ATCC,PRJNA489865,SAMN10102574,Human,79387912714,FDA,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728445,Illumina HiSeq 4000,CRL-2325,LBP_LL_N_100ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890924,43,WGS,302,187694566474,ATCC,PRJNA489865,SAMN10102573,Human,75941489043,FDA,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728444,Illumina HiSeq 4000,CRL-2324,LBP_LL_T_250ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890925,43,WGS,302,173488138872,ATCC,PRJNA489865,SAMN10102573,Human,74528116803,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728443,Illumina HiSeq 4000,CRL-2324,LBP_LL_T_1ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890926,43,WGS,302,188974644210,ATCC,PRJNA489865,SAMN10102573,Human,79120858869,FDA,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728442,Illumina HiSeq 4000,CRL-2324,LBP_LL_T_10ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890927,43,WGS,302,180705501576,ATCC,PRJNA489865,SAMN10102573,Human,75866100850,FDA,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728441,Illumina HiSeq 4000,CRL-2324,LBP_LL_T_100ng,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890928,43,WGS,299,236674945178,ATCC,PRJNA489865,SAMN10102574,Human,111134579275,FDA,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4728440,Illumina HiSeq 4000,CRL-2325,LBP_HS_N_100ng_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890929,43,WGS,296,305412207156,ATCC,PRJNA489865,SAMN10102574,Human,140236539883,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4728439,Illumina HiSeq 4000,CRL-2325,LBP_HS_N_10ng_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890930,43,WGS,293,209926405068,ATCC,PRJNA489865,SAMN10102574,Human,96738007382,FDA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728438,Illumina HiSeq 4000,CRL-2325,LBP_HS_N_1ng_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890931,43,WGS,299,257781750865,ATCC,PRJNA489865,SAMN10102573,Human,119490747494,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728437,Illumina HiSeq 4000,CRL-2324,LBP_HS_T_100ng_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890932,43,WXS,250,76124423750,SEQC-II,PRJNA489865,SAMN10102584,Human,28241830676,FDA,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728436,Illumina HiSeq 4000,ATCC-1395-BrCA-R-1,FFX_IL_T_1h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-1,female,SRP162370,FFPE,,FFPE 1 hour
SRR7890933,43,WXS,250,109787979500,SEQC-II,PRJNA489865,SAMN10102587,Human,39728423841,FDA,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4728435,Illumina HiSeq 4000,ATCC-1395-BrCA-R-24,FFX_IL_T_24h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-24,female,SRP162370,FFPE,,FFPE 24 hour
SRR7890934,43,WXS,250,97371886250,SEQC-II,PRJNA489865,SAMN10102585,Human,34530430672,FDA,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4728434,Illumina HiSeq 4000,ATCC-1395-BrCA-R-2,FFX_IL_T_2h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-2,female,SRP162370,FFPE,,FFPE 2 hour
SRR7890935,43,WXS,250,52490311000,SEQC-II,PRJNA489865,SAMN10102586,Human,20500632643,FDA,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728433,Illumina HiSeq 4000,ATCC-1395-BrCA-R-6,FFX_IL_T_6h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-6,female,SRP162370,FFPE,,FFPE 6 hour
SRR7890936,43,WGS,300,460154822100,SEQC-II,PRJNA489865,SAMN10102575,Human,188117779129,FDA,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4728432,Illumina HiSeq 4000,SPP_GT_1-1_mix,SPP_GT_1-1_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,SPP_GT_1-1_mix,female,SRP162370,DNA mix,,
SRR7890937,43,WGS,297,310352143899,ATCC,PRJNA489865,SAMN10102573,Human,139826121693,FDA,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4728431,Illumina HiSeq 4000,CRL-2324,LBP_HS_T_10ng_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890938,43,WGS,297,266604118811,ATCC,PRJNA489865,SAMN10102573,Human,119065250830,FDA,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728430,Illumina HiSeq 4000,CRL-2324,LBP_HS_T_1ng_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890939,43,WGS,300,444996669300,ATCC,PRJNA489865,SAMN10102573,Human,188560490643,FDA,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4728429,Illumina HiSeq 4000,CRL-2324,SPP_GT_1-0_3,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890940,43,WGS,300,235237046440,ATCC,PRJNA489865,SAMN10102574,Human,74270659130,FDA,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4728428,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_6,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890941,43,WGS,300,115843644600,ATCC,PRJNA489865,SAMN10102573,Human,46238652678,FDA,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728427,Illumina HiSeq 4000,CRL-2324,SPP_GT_1-0_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395,female,SRP162370,breast carcinoma,CRL-2324,
SRR7890942,43,WGS,300,205756060580,ATCC,PRJNA489865,SAMN10102574,Human,67433335477,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4728426,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_4,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890943,43,WGS,300,211571093220,ATCC,PRJNA489865,SAMN10102574,Human,67065029327,FDA,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4728425,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_1,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890944,43,WGS,300,114986979531,ATCC,PRJNA489865,SAMN10102574,Human,39134989034,FDA,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4728424,Illumina NovaSeq 6000,CRL-2325,WGS_NS_N_2,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,HCC1395BL,female,SRP162370,B lymphoblast,CRL-2325,
SRR7890945,43,WXS,302,10975995512,SEQC-II,PRJNA489865,SAMN10102584,Human,4583158148,FDA,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4728423,Illumina HiSeq 4000,ATCC-1395-BrCA-R-1,FFX_GZ_T_1h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-1,female,SRP162370,FFPE,,FFPE 1 hour
SRR7890946,43,WXS,302,14612637232,SEQC-II,PRJNA489865,SAMN10102582,Human,6240113074,FDA,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4728422,Illumina HiSeq 4000,ATCC-1395-BL-R-6,FFX_GZ_N_6h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BL-R-6,female,SRP162370,FFPE,,FFPE 6 hour
SRR7890947,43,WXS,302,19140574874,SEQC-II,PRJNA489865,SAMN10102587,Human,8097847446,FDA,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4728421,Illumina HiSeq 4000,ATCC-1395-BrCA-R-24,FFX_GZ_T_24h_1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,ATCC-1395-BrCA-R-24,female,SRP162370,FFPE,,FFPE 24 hour
